team_id,season,player,num,position,height,weight,birth_date,age,exp,school,player_id
1610612752,2022,Jericho Sims,45.0,C,208.28,113.3980925,1998-10-20,24,1,Texas,1630579
1610612752,2022,Ryan Arcidiacono,51.0,G,190.5,88.45051215000001,1994-03-26,28,5,Villanova,1627853
1610612752,2022,Isaiah Hartenstein,55.0,C-F,213.36,113.3980925,1998-05-05,24,4,Zalgiris,1628392
1610612755,2022,Tyrese Maxey,0.0,G,187.96,90.718474,2000-11-04,22,2,Kentucky,1630178
1610612755,2022,James Harden,1.0,G,195.58,99.7903214,1989-08-26,33,13,Arizona State,201935
1610612755,2022,Montrezl Harrell,5.0,F-C,200.66,108.8621688,1994-01-26,28,7,Louisville,1626149
1610612755,2022,De'Anthony Melton,8.0,G,187.96,90.718474,1998-05-28,24,4,Southern California,1629001
1610612755,2022,Jaden Springer,11.0,G,193.04,91.62565874,2002-09-25,20,1,Tennessee,1630531
1610612755,2022,Tobias Harris,12.0,F,200.66,102.51187562,1992-07-15,30,11,Tennessee,202699
1610612755,2022,P.J. Tucker,17.0,F,195.58,111.13013065,1985-05-05,37,11,Texas,200782
1610612755,2022,Shake Milton,18.0,G-F,195.58,92.98643585,1996-09-26,26,4,Southern Methodist,1629003
1610612755,2022,Georges Niang,20.0,F,200.66,104.3262451,1993-06-17,29,6,Iowa State,1627777
1610612755,2022,Joel Embiid,21.0,C-F,213.36,127.0058636,1994-03-16,28,6,Kansas,203954
1610612755,2022,Matisse Thybulle,22.0,G-F,195.58,91.17206637,1997-03-04,25,3,Washington,1629680
1610612755,2022,Danuel House Jr.,25.0,F-G,198.12,99.7903214,1993-06-07,29,6,Texas A&M,1627863
1610612755,2022,Furkan Korkmaz,30.0,G-F,200.66,91.62565874,1997-07-24,25,5,Anadolu Efes,1627788
1610612755,2022,Michael Foster Jr.,35.0,F,203.2,113.3980925,2003-01-16,19,R,NBA G League Ignite,1630701
1610612755,2022,Paul Reed,44.0,F,205.74,95.2543977,1999-06-14,23,2,DePaul,1630194
1610612755,2022,Julian Champagnie,55.0,F,200.66,98.42954429,2001-06-29,21,R,St. John's,1630577
1610612761,2022,O.G. Anunoby,3.0,F,200.66,105.23342984,1997-07-17,25,5,Indiana,1628384
1610612761,2022,Scottie Barnes,4.0,F,203.2,102.05828325,2001-08-01,21,1,Florida State,1630567
1610612761,2022,Precious Achiuwa,5.0,F,203.2,102.05828325,1999-09-19,23,2,Memphis,1630173
1610612761,2022,Ron Harper Jr.,8.0,F,195.58,111.13013065,2000-04-12,22,R,Rutgers,1631199
1610612761,2022,Justin Champagnie,11.0,G-F,198.12,93.44002822,2001-06-29,21,1,Pittsburgh,1630551
1610612761,2022,Jeff Dowtin Jr.,20.0,G,190.5,80.28584949,1997-05-10,25,1,Rhode Island,1630288
1610612761,2022,Thaddeus Young,21.0,F,203.2,106.59420695,1988-06-21,34,15,Georgia Tech,201152
1610612761,2022,Malachi Flynn,22.0,G,185.42,79.37866475,1998-05-09,24,2,San Diego State,1630201
1610612761,2022,Fred VanVleet,23.0,G,182.88,89.35769689,1994-02-25,28,6,Wichita State,1627832
1610612761,2022,Khem Birch,24.0,C,203.2,105.68702221,1992-09-28,30,5,UNLV,203920
1610612761,2022,Chris Boucher,25.0,F-C,205.74,90.718474,1993-01-11,29,5,Oregon,1628449
1610612761,2022,Otto Porter Jr.,32.0,F,203.2,89.81128926000001,1993-06-03,29,9,Georgetown,203490
1610612761,2022,Gary Trent Jr.,33.0,G-F,195.58,94.80080533,1999-01-18,23,4,Duke,1629018
1610612761,2022,Christian Koloko,35.0,C,213.36,104.3262451,2000-06-20,22,R,Arizona,1631132
1610612761,2022,Juancho Hernangomez,41.0,F,205.74,97.06876718,1995-09-28,27,6,Estudiantes,1627823
1610612761,2022,Pascal Siakam,43.0,F,203.2,104.3262451,1994-04-02,28,6,New Mexico State,1627783
1610612761,2022,Dalano Banton,45.0,F,200.66,92.53284348,1999-11-07,23,1,Nebraska,1630625
1610612741,2022,Coby White,0.0,G,195.58,88.45051215000001,2000-02-16,22,3,North Carolina,1629632
1610612741,2022,Lonzo Ball,2.0,G,198.12,86.1825503,1997-10-27,25,5,UCLA,1628366
1610612741,2022,Andre Drummond,3.0,C,210.82,126.55227123,1993-08-10,29,10,Connecticut,203083
1610612741,2022,Derrick Jones Jr.,5.0,F,198.12,95.2543977,1997-02-15,25,6,UNLV,1627884
1610612741,2022,Alex Caruso,6.0,G,195.58,84.36818082,1994-02-28,28,5,Texas A&M,1627936
1610612741,2022,Goran Dragic,7.0,G,193.04,86.1825503,1986-05-06,36,14,Union Olimpija,201609
1610612741,2022,Zach LaVine,8.0,G-F,195.58,90.718474,1995-03-10,27,8,UCLA,203897
1610612741,2022,Nikola Vucevic,9.0,C,208.28,117.9340162,1990-10-24,32,11,Southern California,202696
1610612741,2022,DeMar DeRozan,11.0,G-F,198.12,99.7903214,1989-08-07,33,13,Southern California,201942
1610612741,2022,Ayo Dosunmu,12.0,G,195.58,90.718474,2000-01-17,22,1,Illinois,1630245
1610612741,2022,Tony Bradley,13.0,C-F,210.82,112.49090776,1998-01-08,24,5,North Carolina,1628396
1610612741,2022,Malcolm Hill,14.0,F,198.12,99.7903214,1995-10-26,27,1,Illinois,1630792
1610612741,2022,Marko Simonovic,19.0,C,213.36,99.7903214,1999-10-15,23,1,Mega Basket,1630250
1610612741,2022,Javonte Green,24.0,G-F,195.58,92.98643585,1993-07-23,29,3,Radford,1629750
1610612741,2022,Dalen Terry,25.0,F,200.66,88.45051215000001,2002-07-12,20,R,Arizona,1631207
1610612741,2022,Kostas Antetokounmpo,37.0,F,208.28,90.718474,1997-11-20,24,3,Dayton,1628961
1610612741,2022,Patrick Williams,44.0,F,200.66,97.52235955,2001-08-26,21,2,Florida State,1630172
1610612739,2022,Kevin Love,0.0,F-C,203.2,113.85168487,1988-09-07,34,14,UCLA,201567
1610612739,2022,Caris LeVert,3.0,G,198.12,92.98643585,1994-08-25,28,6,Michigan,1627747
1610612739,2022,Evan Mobley,4.0,C,210.82,97.52235955,2001-06-18,21,1,Southern California,1630596
1610612739,2022,Lamar Stevens,8.0,F,198.12,104.3262451,1997-07-09,25,2,Penn State,1630205
1610612739,2022,Dylan Windler,9.0,G-F,200.66,88.90410452,1996-09-22,26,2,Belmont,1629685
1610612739,2022,Darius Garland,10.0,G,185.42,87.08973504000001,2000-01-26,22,3,Vanderbilt,1629636
1610612739,2022,Ricky Rubio,13.0,G,187.96,86.1825503,1990-10-21,32,11,FC Barcelona,201937
1610612739,2022,Isaiah Mobley,15.0,F,203.2,107.95498406,1999-09-24,23,R,Southern California,1630600
1610612739,2022,Cedi Osman,16.0,F,200.66,104.3262451,1995-04-08,27,5,Anadolu Efes,1626224
1610612739,2022,Raul Neto,19.0,G,187.96,81.6466266,1992-05-19,30,7,Murcia,203526
1610612739,2022,Mamadi Diakite,21.0,F,205.74,103.41906036,1997-01-21,25,2,Virginia,1629603
1610612739,2022,Jarrett Allen,31.0,C,205.74,110.22294591,1998-04-21,24,5,Texas,1628386
1610612739,2022,Dean Wade,32.0,F-C,205.74,103.41906036,1996-11-20,25,3,Kansas State,1629731
1610612739,2022,Robin Lopez,33.0,C,213.36,127.45945597,1988-04-01,34,14,Stanford,201577
1610612739,2022,Isaac Okoro,35.0,F-G,195.58,102.05828325,2001-01-26,21,2,Auburn,1630171
1610612739,2022,Donovan Mitchell,45.0,G,185.42,97.52235955,1996-09-07,26,5,Louisville,1628378
1610612765,2022,Jalen Duren,0.0,C,210.82,113.3980925,2003-11-18,18,R,Memphis,1631105
1610612765,2022,Cade Cunningham,2.0,G,200.66,99.7903214,2001-09-25,21,1,Oklahoma State,1630595
1610612765,2022,Nerlens Noel,3.0,C-F,208.28,99.7903214,1994-04-10,28,8,Kentucky,203457
1610612765,2022,Alec Burks,5.0,G,198.12,97.06876718,1991-07-20,31,11,Colorado,202692
1610612765,2022,Hamidou Diallo,6.0,G,195.58,91.62565874,1998-07-31,24,4,Kentucky,1628977
1610612765,2022,Killian Hayes,7.0,G,195.58,88.45051215000001,2001-07-27,21,2,Ratiopharm Ulm,1630165
1610612765,2022,Braxton Key,8.0,F,203.2,102.05828325,1997-02-14,25,1,Virginia,1630296
1610612765,2022,Isaiah Livers,12.0,F,198.12,105.23342984,1998-07-28,24,1,Michigan,1630587
1610612765,2022,Rodney McGruder,17.0,G,193.04,92.98643585,1991-07-29,31,6,Kansas State,203585
1610612765,2022,Cory Joseph,18.0,G,190.5,90.718474,1991-08-20,31,11,Texas,202709
1610612765,2022,Kevin Knox II,20.0,F,200.66,97.52235955,1999-08-11,23,4,Kentucky,1628995
1610612765,2022,Jaden Ivey,23.0,G,193.04,88.45051215000001,2002-02-13,20,R,Purdue,1631093
1610612765,2022,Buddy Boeheim,27.0,F,198.12,92.98643585,1999-11-11,23,R,Syracuse,1631205
1610612765,2022,Isaiah Stewart,28.0,F-C,203.2,113.3980925,2001-05-22,21,2,Washington,1630191
1610612765,2022,Marvin Bagley III,35.0,F,208.28,106.59420695,1999-03-14,23,4,Duke,1628963
1610612765,2022,Saddiq Bey,41.0,F,200.66,97.52235955,1999-04-09,23,2,Villanova,1630180
1610612765,2022,Bojan Bogdanovic,44.0,F,200.66,102.51187562,1989-04-18,33,8,Fenerbahce,202711
1610612754,2022,Tyrese Haliburton,0.0,G,195.58,83.91458845000001,2000-02-29,22,2,Iowa State,1630169
1610612754,2022,Bennedict Mathurin,0.0,G-F,195.58,95.2543977,2002-06-19,20,R,Arizona,1631097
1610612754,2022,Andrew Nembhard,2.0,G-F,190.5,86.63614267,2000-01-16,22,R,Gonzaga,1629614
1610612754,2022,Chris Duarte,3.0,G,195.58,86.1825503,1997-06-13,25,1,Oregon,1630537
1610612754,2022,Trevelin Queen,8.0,G,198.12,86.1825503,1997-02-25,25,1,New Mexico State,1630243
1610612754,2022,T.J. McConnell,9.0,G,185.42,86.1825503,1992-03-25,30,7,Arizona,204456
1610612754,2022,Kendall Brown,10.0,G,200.66,92.98643585,2003-05-11,19,R,Baylor,1631112
1610612754,2022,Oshae Brissett,12.0,F-G,200.66,95.2543977,1998-06-20,24,3,Syracuse,1629052
1610612754,2022,James Johnson,16.0,F,200.66,108.8621688,1987-02-20,35,13,Wake Forest,201949
1610612754,2022,Terry Taylor,21.0,F,193.04,104.3262451,1999-09-23,23,1,Austin Peay,1630678
1610612754,2022,Isaiah Jackson,22.0,F,205.74,92.98643585,2002-01-10,20,1,Kentucky,1630543
1610612754,2022,Aaron Nesmith,23.0,G-F,195.58,97.52235955,1999-10-16,23,2,Vanderbilt,1630174
1610612754,2022,Buddy Hield,24.0,G,193.04,99.7903214,1992-12-17,29,6,Oklahoma,1627741
1610612754,2022,Jalen Smith,25.0,F-C,205.74,97.52235955,2000-03-16,22,2,Maryland,1630188
1610612754,2022,Daniel Theis,27.0,F-C,203.2,111.13013065,1992-04-04,30,5,Brose Bamberg,1628464
1610612754,2022,Myles Turner,33.0,C-F,210.82,113.3980925,1996-03-24,26,7,Texas,1626167
1610612754,2022,Goga Bitadze,88.0,C-F,210.82,113.3980925,1999-07-20,23,3,Mega Basket,1629048
1610612749,2022,MarJon Beauchamp,0.0,F,200.66,90.26488163,2000-10-12,22,R,NBA G League Ignite,1630699
1610612749,2022,George Hill,3.0,G,193.04,85.27536556,1986-05-04,36,14,Indiana-Purdue Indianapolis,201588
1610612749,2022,Jevon Carter,5.0,G,185.42,90.718474,1995-09-14,27,4,West Virginia,1628975
1610612749,2022,Joe Ingles,7.0,F-G,205.74,99.7903214,1987-10-02,35,8,Maccabi Tel Aviv,204060
1610612749,2022,Bobby Portis,9.0,F,210.82,113.3980925,1995-02-10,27,7,Arkansas,1626171
1610612749,2022,Brook Lopez,11.0,C,215.9,127.91304834,1988-04-01,34,14,Stanford,201572
1610612749,2022,Grayson Allen,12.0,G,193.04,89.81128926000001,1995-10-08,27,4,Duke,1628960
1610612749,2022,Jordan Nwora,13.0,F,205.74,102.05828325,1998-09-09,24,2,Louisville,1629670
1610612749,2022,A.J. Green,20.0,G,195.58,86.1825503,1999-09-27,23,R,Northern Iowa,1631260
1610612749,2022,Jrue Holiday,21.0,G,195.58,92.98643585,1990-06-12,32,13,UCLA,201950
1610612749,2022,Khris Middleton,22.0,F,200.66,100.69750614,1991-08-12,31,10,Texas A&M,203114
1610612749,2022,Wesley Matthews,23.0,G,195.58,99.7903214,1986-10-14,36,13,Marquette,202083
1610612749,2022,Pat Connaughton,24.0,G,195.58,94.80080533,1993-01-06,29,7,Notre Dame,1626192
1610612749,2022,Serge Ibaka,25.0,F,210.82,106.59420695,1989-09-18,33,13,Ricoh Manresa,201586
1610612749,2022,Giannis Antetokounmpo,34.0,F,213.36,110.22294591,1994-12-06,27,9,Filathlitikos,203507
1610612749,2022,Thanasis Antetokounmpo,43.0,F,200.66,99.33672903,1992-07-18,30,4,Panathinaikos,203648
1610612749,2022,Sandro Mamukelashvili,54.0,F-C,208.28,108.8621688,1999-05-23,23,1,Seton Hall,1630572
1610612737,2022,Frank Kaminsky,0.0,F-C,213.36,108.8621688,1993-04-04,29,7,Wisconsin,1626163
1610612737,2022,Jalen Johnson,1.0,F,203.2,99.33672903,2001-12-18,20,1,Duke,1630552
1610612737,2022,Trent Forrest,2.0,G,193.04,95.2543977,1998-06-12,24,2,Florida State,1630235
1610612737,2022,Aaron Holiday,3.0,G,182.88,83.91458845000001,1996-09-30,26,4,UCLA,1628988
1610612737,2022,Dejounte Murray,5.0,G,195.58,81.6466266,1996-09-19,26,5,Washington,1627749
1610612737,2022,Jarrett Culver,7.0,G-F,198.12,88.45051215000001,1999-02-20,23,3,Texas Tech,1629633
1610612737,2022,Justin Holiday,8.0,F-G,198.12,81.6466266,1989-04-05,33,9,Washington,203200
1610612737,2022,Trae Young,11.0,G,185.42,74.38914868,1998-09-19,24,4,Oklahoma,1629027
1610612737,2022,De'Andre Hunter,12.0,F-G,203.2,100.24391377,1997-12-02,24,3,Virginia,1629631
1610612737,2022,Bogdan Bogdanovic,13.0,G,195.58,102.05828325,1992-08-18,30,5,Fenerbahce,203992
1610612737,2022,AJ Griffin,14.0,F,198.12,99.7903214,2003-08-25,19,R,Duke,1631100
1610612737,2022,Clint Capela,15.0,C,208.28,116.11964672,1994-05-18,28,8,Elan Chalon,203991
1610612737,2022,Onyeka Okongwu,17.0,F-C,205.74,108.8621688,2000-12-11,21,2,Southern California,1630168
1610612737,2022,John Collins,20.0,F-C,205.74,102.51187562,1997-09-23,25,5,Wake Forest,1628381
1610612737,2022,Tyrese Martin,22.0,G,198.12,97.52235955,1999-03-07,23,R,Connecticut,1631213
1610612737,2022,Vit Krejci,27.0,G,203.2,88.45051215000001,2000-06-19,22,1,Zaragoza,1630249
1610612766,2022,LaMelo Ball,1.0,G,200.66,81.6466266,2001-08-22,21,2,Illawarra,1630163
1610612766,2022,James Bouknight,2.0,G,193.04,86.1825503,2000-09-18,22,1,Connecticut,1630547
1610612766,2022,Terry Rozier,3.0,G,185.42,86.1825503,1994-03-17,28,7,Louisville,1626179
1610612766,2022,Nick Richards,4.0,C,213.36,111.13013065,1997-11-29,24,2,Kentucky,1630208
1610612766,2022,Mark Williams,5.0,C,213.36,108.8621688,2001-12-16,20,R,Duke,1631109
1610612766,2022,Jalen McDaniels,6.0,F-C,205.74,92.98643585,1998-01-31,24,3,San Diego State,1629667
1610612766,2022,Bryce McGowens,7.0,G,198.12,79.37866475,2002-11-08,20,R,Nebraska,1631121
1610612766,2022,Dennis Smith Jr.,8.0,G,187.96,92.98643585,1997-11-25,24,5,North Carolina State,1628372
1610612766,2022,Theo Maledon,9.0,G,195.58,79.37866475,2001-06-12,21,2,Asvel,1630177
1610612766,2022,Cody Martin,11.0,F,198.12,92.98643585,1995-09-28,27,3,Nevada,1628998
1610612766,2022,Kelly Oubre Jr.,12.0,F-G,198.12,92.07925111,1995-12-09,26,7,Kansas,1626162
1610612766,2022,Gordon Hayward,20.0,F,200.66,102.05828325,1990-03-23,32,12,Butler,202330
1610612766,2022,JT Thor,21.0,F,205.74,92.07925111,2002-08-26,20,1,Auburn,1630550
1610612766,2022,Kai Jones,23.0,C-F,210.82,100.24391377,2001-01-19,21,1,Texas,1630539
1610612766,2022,Mason Plumlee,24.0,F-C,213.36,115.21246198,1990-03-05,32,9,Duke,203486
1610612766,2022,P.J. Washington,25.0,F,200.66,104.3262451,1998-08-23,24,3,Kentucky,1629023
1610612748,2022,Gabe Vincent,2.0,G,187.96,90.718474,1996-06-14,26,3,California-Santa Barbara,1629216
1610612748,2022,Victor Oladipo,4.0,G,190.5,96.61517481,1992-05-04,30,9,Indiana,203506
1610612748,2022,Nikola Jovic,5.0,F,208.28,92.98643585,2003-06-09,19,R,                                   ,1631107
1610612748,2022,Kyle Lowry,7.0,G,182.88,88.90410452,1986-03-25,36,16,Villanova,200768
1610612748,2022,Jamal Cain,8.0,F,198.12,86.63614267,1999-03-20,23,R,Oakland,1631288
1610612748,2022,Bam Adebayo,13.0,C-F,205.74,115.66605435,1997-07-18,25,5,Kentucky,1628389
1610612748,2022,Tyler Herro,14.0,G,195.58,88.45051215000001,2000-01-20,22,3,Kentucky,1629639
1610612748,2022,Caleb Martin,16.0,F,195.58,92.98643585,1995-09-28,27,3,Nevada,1628997
1610612748,2022,Dewayne Dedmon,21.0,C,208.28,111.13013065,1989-08-12,33,9,Southern California,203473
1610612748,2022,Jimmy Butler,22.0,F,200.66,104.3262451,1989-09-14,33,11,Marquette,202710
1610612748,2022,Haywood Highsmith,24.0,F,195.58,99.7903214,1996-12-09,25,2,Wheeling Jesuit,1629312
1610612748,2022,Orlando Robinson,25.0,C,208.28,106.59420695,2000-07-10,22,R,Fresno State,1631115
1610612748,2022,Max Strus,31.0,G-F,195.58,97.52235955,1996-03-28,26,3,DePaul,1629622
1610612748,2022,Udonis Haslem,40.0,F,200.66,106.59420695,1980-06-09,42,19,Florida,2617
1610612748,2022,Duncan Robinson,55.0,F,200.66,97.52235955,1994-04-22,28,4,Michigan,1629130
1610612748,2022,Omer Yurtseven,77.0,C,210.82,124.73790175,1998-06-19,24,1,Georgetown,1630209
1610612753,2022,Jonathan Isaac,1.0,F,208.28,104.3262451,1997-10-03,25,3,Florida State,1628371
1610612753,2022,Caleb Houstan,2.0,G,203.2,92.98643585,2003-01-09,19,R,Michigan,1631216
1610612753,2022,Chuma Okeke,3.0,F,203.2,103.87265273,1998-08-18,24,2,Auburn,1629643
1610612753,2022,Jalen Suggs,4.0,G,195.58,92.98643585,2001-06-03,21,1,Gonzaga,1630591
1610612753,2022,Paolo Banchero,5.0,F,208.28,113.3980925,2002-11-12,20,R,Duke,1631094
1610612753,2022,Kevon Harris,7.0,G,198.12,97.97595192,1997-06-24,25,R,Stephen F. Austin,1630284
1610612753,2022,Bol Bol,10.0,C-F,218.44,99.7903214,1999-11-16,22,3,Oregon,1629626
1610612753,2022,Mo Bamba,11.0,C,213.36,104.77983747,1998-05-12,24,4,Texas,1628964
1610612753,2022,R.J. Hampton,13.0,G,193.04,79.37866475,2001-02-07,21,2,New Zealand Breakers,1630181
1610612753,2022,Gary Harris,14.0,G,193.04,95.2543977,1994-09-14,28,8,Michigan State,203914
1610612753,2022,Markelle Fultz,20.0,G,193.04,94.80080533,1998-05-29,24,5,Washington,1628365
1610612753,2022,Moritz Wagner,21.0,F-C,210.82,111.13013065,1997-04-26,25,4,Michigan,1629021
1610612753,2022,Franz Wagner,22.0,F,208.28,99.7903214,2001-08-27,21,1,Michigan,1630532
1610612753,2022,Admiral Schofield,25.0,F,195.58,109.31576117,1997-03-30,25,2,Tennessee,1629678
1610612753,2022,Terrence Ross,31.0,G-F,200.66,93.44002822,1991-02-05,31,10,Washington,203082
1610612753,2022,Wendell Carter Jr.,34.0,C-F,208.28,122.4699399,1999-04-16,23,4,Duke,1628976
1610612753,2022,Cole Anthony,50.0,G,190.5,83.91458845000001,2000-05-15,22,2,North Carolina,1630175
1610612764,2022,Johnny Davis,1.0,G,193.04,88.45051215000001,2002-02-27,20,R,Wisconsin,1631098
1610612764,2022,Bradley Beal,3.0,G,193.04,93.89362059,1993-06-28,29,10,Florida,203078
1610612764,2022,Will Barton,5.0,G,195.58,82.10021897,1991-01-06,31,10,Memphis,203115
1610612764,2022,Kristaps Porzingis,6.0,F-C,220.98,108.8621688,1995-08-02,27,6,Cajasol Sevilla,204001
1610612764,2022,Jordan Goodwin,7.0,G,190.5,90.718474,1998-10-23,24,1,St. Louis,1630692
1610612764,2022,Rui Hachimura,8.0,F,203.2,104.3262451,1998-02-08,24,3,Gonzaga,1629060
1610612764,2022,Deni Avdija,9.0,F,205.74,95.2543977,2001-01-03,21,2,Maccabi Tel Aviv,1630166
1610612764,2022,Vernon Carey Jr.,13.0,F-C,208.28,122.4699399,2001-02-25,21,2,Duke,1630176
1610612764,2022,Isaiah Todd,14.0,F,205.74,99.33672903,2001-10-17,21,1,NBA G League Ignite,1630225
1610612764,2022,Anthony Gill,16.0,F,203.2,104.3262451,1992-10-17,30,2,Virginia,1630264
1610612764,2022,Jordan Schakel,20.0,G,198.12,90.718474,1998-06-13,24,1,San Diego State,1630648
1610612764,2022,Daniel Gafford,21.0,F-C,208.28,106.14061458,1998-10-01,24,3,Arkansas,1629655
1610612764,2022,Monte Morris,22.0,G,187.96,83.00740371,1995-06-27,27,5,Iowa State,1628420
1610612764,2022,Corey Kispert,24.0,F,198.12,101.60469088,1999-03-03,23,1,Gonzaga,1630557
1610612764,2022,Kyle Kuzma,33.0,F,205.74,100.24391377,1995-07-24,27,5,Utah,1628398
1610612764,2022,Delon Wright,55.0,G,195.58,83.91458845000001,1992-04-26,30,7,Utah,1626153
1610612764,2022,Taj Gibson,67.0,F,205.74,105.23342984,1985-06-24,37,13,Southern California,201959
1610612743,2022,Christian Braun,0.0,G,198.12,99.7903214,2001-04-17,21,R,Kansas,1631128
1610612743,2022,Michael Porter Jr.,1.0,F,208.28,98.88313666,1998-06-29,24,3,Missouri,1629008
1610612743,2022,Bones Hyland,3.0,G,187.96,76.65711053,2000-09-14,22,1,Virginia Commonwealth,1630538
1610612743,2022,Kentavious Caldwell-Pope,5.0,G,195.58,92.53284348,1993-02-18,29,9,Georgia,203484
1610612743,2022,DeAndre Jordan,6.0,C,210.82,120.20197805,1988-07-21,34,14,Texas A&M,201599
1610612743,2022,Peyton Watson,8.0,G,200.66,90.718474,2002-09-11,20,R,UCLA,1631212
1610612743,2022,Davon Reed,9.0,G,195.58,93.44002822,1995-06-11,27,3,Miami,1628432
